firm,quarter_end,quarter,year,report_date,snapshot_date,analyst,broker,broker_code,estimate_value,revision_date,staleness_days,actual_eps,price_10d_prior,market_cap,source_ticker
LLY-US,2026-03-31,2026Q1,2026,20260430,20260429,Louise Chen,Scotiabank GBM,810,32.98,20260408,21,8.2554,903.99,854106.8,LLY-US
LLY-US,2026-03-31,2026Q1,2026,20260430,20260429,Trung Huynh,RBC Capital Markets,1269,33.59,20260409,20,8.2554,903.99,854106.8,LLY-US
LLY-US,2026-03-31,2026Q1,2026,20260430,20260429,David Risinger,Leerink Partners,1079,33.09,20260424,5,8.2554,903.99,854106.8,LLY-US
LLY-US,2026-03-31,2026Q1,2026,20260430,20260429,Carter Gould,Cantor Fitzgerald,1190,35.05,20260204,84,8.2554,903.99,854106.8,LLY-US
LLY-US,2026-03-31,2026Q1,2026,20260430,20260429,James Shin,Deutsche Bank Research,77,34.36,20251216,134,8.2554,903.99,854106.8,LLY-US
LLY-US,2026-03-31,2026Q1,2026,20260430,20260429,Mohit Bansal,Wells Fargo Securities,596,33.92,20260410,19,8.2554,903.99,854106.8,LLY-US
LLY-US,2026-03-31,2026Q1,2026,20260430,20260429,Kerry Holford,Berenberg,577,,20260217,71,8.2554,903.99,854106.8,LLY-US
LLY-US,2026-03-31,2026Q1,2026,20260430,20260429,Steve Scala,TD Cowen,917,34.48,20260416,13,8.2554,903.99,854106.8,LLY-US
LLY-US,2026-03-31,2026Q1,2026,20260430,20260429,Steve Chesney,Rothschild & Co Redburn,1652,,20260223,65,8.2554,903.99,854106.8,LLY-US
LLY-US,2026-03-31,2026Q1,2026,20260430,20260429,Narumi Nakagiri,Daiwa Securities Co. Ltd.,467,34.45,20260213,75,8.2554,903.99,854106.8,LLY-US
LLY-US,2026-03-31,2026Q1,2026,20260430,20260429,Ilya Zubkov,Freedom Broker,3713,34.57,20260209,79,8.2554,903.99,854106.8,LLY-US
LLY-US,2026-03-31,2026Q1,2026,20260430,20260429,Jin Zhang,China International Capital,898,33.89,20260206,82,8.2554,903.99,854106.8,LLY-US
LLY-US,2026-03-31,2026Q1,2026,20260430,20260429,Jasper Hellweg,Argus Research,376,33.7,20260206,82,8.2554,903.99,854106.8,LLY-US
LLY-US,2025-12-31,2025Q4,2025,20260204,20260203,Mohit Bansal,Wells Fargo Securities,596,34.36,20260116,18,7.0237,1078.52,1019615.25,LLY-US
LLY-US,2025-12-31,2025Q4,2025,20260204,20260203,Kerry Holford,Berenberg,577,,20251128,67,7.0237,1078.52,1019615.25,LLY-US
LLY-US,2025-12-31,2025Q4,2025,20260204,20260203,Courtney Breen,Bernstein Research,1140,,20260116,18,7.0237,1078.52,1019615.25,LLY-US
LLY-US,2025-12-31,2025Q4,2025,20260204,20260203,Ilya Zubkov,Freedom Broker,3713,33.06,20260130,4,7.0237,1078.52,1019615.25,LLY-US
LLY-US,2025-12-31,2025Q4,2025,20260204,20260203,Akash Tewari,Jefferies,512,35.95,20260107,27,7.0237,1078.52,1019615.25,LLY-US
LLY-US,2025-12-31,2025Q4,2025,20260204,20260203,James Shin,Deutsche Bank Research,77,34.279507,20251216,49,7.0237,1078.52,1019615.25,LLY-US
LLY-US,2025-12-31,2025Q4,2025,20260204,20260203,Steve Scala,TD Cowen,917,31.2,20260123,11,7.0237,1078.52,1019615.25,LLY-US
LLY-US,2025-12-31,2025Q4,2025,20260204,20260203,Steve Chesney,Rothschild & Co Redburn,1652,,20260126,8,7.0237,1078.52,1019615.25,LLY-US
LLY-US,2025-12-31,2025Q4,2025,20260204,20260203,Louise Chen,Scotiabank GBM,810,30.4379,20251103,92,7.0237,1078.52,1019615.25,LLY-US
LLY-US,2025-12-31,2025Q4,2025,20260204,20260203,Evan David Seigerman,BMO Capital Markets,181,33.58,20260123,11,7.0237,1078.52,1019615.25,LLY-US
LLY-US,2025-12-31,2025Q4,2025,20260204,20260203,Srikripa Devarakonda,Truist Securities,852,38.61,20260122,12,7.0237,1078.52,1019615.25,LLY-US
LLY-US,2025-12-31,2025Q4,2025,20260204,20260203,David Risinger,Leerink Partners,1079,32.59,20251107,88,7.0237,1078.52,1019615.25,LLY-US
LLY-US,2025-12-31,2025Q4,2025,20260204,20260203,Jonah Chen,China Merchants Securities,1788,27.6,20260116,18,7.0237,1078.52,1019615.25,LLY-US
LLY-US,2025-12-31,2025Q4,2025,20260204,20260203,Seamus Fernandez,Guggenheim Securities,1515,32.91,20260116,18,7.0237,1078.52,1019615.25,LLY-US
LLY-US,2025-12-31,2025Q4,2025,20260204,20260203,Carter Gould,Cantor Fitzgerald,1190,32.83,20250812,175,7.0237,1078.52,1019615.25,LLY-US
LLY-US,2025-12-31,2025Q4,2025,20260204,20260203,Narumi Nakagiri,Daiwa Securities Co. Ltd.,467,32.75,20251212,53,7.0237,1078.52,1019615.25,LLY-US
LLY-US,2025-12-31,2025Q4,2025,20260204,20260203,Jin Zhang,China International Capital,898,27.1,20251110,85,7.0237,1078.52,1019615.25,LLY-US
LLY-US,2025-12-31,2025Q4,2025,20260204,20260203,Jasper Hellweg,Argus Research,376,30.3,20251031,95,7.0237,1078.52,1019615.25,LLY-US
LLY-US,2025-09-30,2025Q3,2025,20251030,20251029,Mohit Bansal,Wells Fargo Securities,596,29.9204,20250807,83,6.2111,819.38,775507.75,LLY-US
LLY-US,2025-09-30,2025Q3,2025,20251030,20251029,Ilya Zubkov,Freedom Broker,3713,28.63,20250813,77,6.2111,819.38,775507.75,LLY-US
LLY-US,2025-09-30,2025Q3,2025,20251030,20251029,Courtney Breen,Bernstein Research,1140,,20250807,83,6.2111,819.38,775507.75,LLY-US
LLY-US,2025-09-30,2025Q3,2025,20251030,20251029,Steve Scala,TD Cowen,917,29.9962,20250825,65,6.2111,819.38,775507.75,LLY-US
LLY-US,2025-09-30,2025Q3,2025,20251030,20251029,Carter Gould,Cantor Fitzgerald,1190,33.0,20250812,78,6.2111,819.38,775507.75,LLY-US
LLY-US,2025-09-30,2025Q3,2025,20251030,20251029,David Risinger,Leerink Partners,1079,29.78,20250807,83,6.2111,819.38,775507.75,LLY-US
LLY-US,2025-09-30,2025Q3,2025,20251030,20251029,Kerry Holford,Berenberg,577,,20250915,44,6.2111,819.38,775507.75,LLY-US
LLY-US,2025-09-30,2025Q3,2025,20251030,20251029,Evan David Seigerman,BMO Capital Markets,181,29.0708,20250808,82,6.2111,819.38,775507.75,LLY-US
LLY-US,2025-09-30,2025Q3,2025,20251030,20251029,James Shin,Deutsche Bank Research,77,31.65,20251007,22,6.2111,819.38,775507.75,LLY-US
LLY-US,2025-09-30,2025Q3,2025,20251030,20251029,Seamus Fernandez,Guggenheim Securities,1515,30.8,20251006,23,6.2111,819.38,775507.75,LLY-US
LLY-US,2025-09-30,2025Q3,2025,20251030,20251029,Akash Tewari,Jefferies,512,32.07,20250807,83,6.2111,819.38,775507.75,LLY-US
LLY-US,2025-09-30,2025Q3,2025,20251030,20251029,Srikripa Devarakonda,Truist Securities,852,27.49,20250807,83,6.2111,819.38,775507.75,LLY-US
LLY-US,2025-09-30,2025Q3,2025,20251030,20251029,Steve Chesney,Rothschild & Co Redburn,1652,,20250818,72,6.2111,819.38,775507.75,LLY-US
LLY-US,2025-09-30,2025Q3,2025,20251030,20251029,Narumi Nakagiri,Daiwa Securities Co. Ltd.,467,28.68,20250814,76,6.2111,819.38,775507.75,LLY-US
LLY-US,2025-09-30,2025Q3,2025,20251030,20251029,Jasper Hellweg,Argus Research,376,29.65,20250811,79,6.2111,819.38,775507.75,LLY-US
LLY-US,2025-09-30,2025Q3,2025,20251030,20251029,Jonah Chen,China Merchants Securities,1788,27.16,20250808,82,6.2111,819.38,775507.75,LLY-US
LLY-US,2025-09-30,2025Q3,2025,20251030,20251029,Hui Ting Tang,Mega Intl Invst Serv,1175,29.84,20250506,176,6.2111,819.38,775507.75,LLY-US
LLY-US,2025-06-30,2025Q2,2025,20250807,20250806,Carter Gould,Cantor Fitzgerald,1190,32.28,20250417,111,6.2914,805.43,763334.75,LLY-US
LLY-US,2025-06-30,2025Q2,2025,20250807,20250806,Steve Scala,TD Cowen,917,29.15,20250421,107,6.2914,805.43,763334.75,LLY-US
LLY-US,2025-06-30,2025Q2,2025,20250807,20250806,Mohit Bansal,Wells Fargo Securities,596,29.32,20250703,34,6.2914,805.43,763334.75,LLY-US
LLY-US,2025-06-30,2025Q2,2025,20250807,20250806,Akash Tewari,Jefferies,512,31.31,20250722,15,6.2914,805.43,763334.75,LLY-US
LLY-US,2025-06-30,2025Q2,2025,20250807,20250806,Evan David Seigerman,BMO Capital Markets,181,30.68,20250501,97,6.2914,805.43,763334.75,LLY-US
LLY-US,2025-06-30,2025Q2,2025,20250807,20250806,Courtney Breen,Bernstein Research,1140,,20250723,14,6.2914,805.43,763334.75,LLY-US
LLY-US,2025-06-30,2025Q2,2025,20250807,20250806,James Shin,Deutsche Bank Research,77,30.58,20250723,14,6.2914,805.43,763334.75,LLY-US
LLY-US,2025-06-30,2025Q2,2025,20250807,20250806,Steve Chesney,Rothschild & Co Redburn,1652,,20250318,141,6.2914,805.43,763334.75,LLY-US
LLY-US,2025-06-30,2025Q2,2025,20250807,20250806,Srikripa Devarakonda,Truist Securities,852,28.77,20250715,22,6.2914,805.43,763334.75,LLY-US
LLY-US,2025-06-30,2025Q2,2025,20250807,20250806,Seamus Fernandez,Guggenheim Securities,1515,29.87,20250710,27,6.2914,805.43,763334.75,LLY-US
LLY-US,2025-06-30,2025Q2,2025,20250807,20250806,David Risinger,Leerink Partners,1079,28.61,20250501,97,6.2914,805.43,763334.75,LLY-US
LLY-US,2025-06-30,2025Q2,2025,20250807,20250806,Jonah Chen,China Merchants Securities,1788,27.55,20250508,90,6.2914,805.43,763334.75,LLY-US
LLY-US,2025-06-30,2025Q2,2025,20250807,20250806,Jin Zhang,China International Capital,898,26.2,20250507,91,6.2914,805.43,763334.75,LLY-US
LLY-US,2025-06-30,2025Q2,2025,20250807,20250806,Jasper Hellweg,Argus Research,376,29.1,20250508,90,6.2914,805.43,763334.75,LLY-US
LLY-US,2025-06-30,2025Q2,2025,20250807,20250806,Hui Ting Tang,Mega Intl Invst Serv,1175,29.84,20250506,92,6.2914,805.43,763334.75,LLY-US
LLY-US,2025-06-30,2025Q2,2025,20250807,20250806,Ilya Zubkov,Freedom Broker,3713,30.42,20250505,93,6.2914,805.43,763334.75,LLY-US
LLY-US,2025-03-31,2025Q1,2025,20250501,20250430,Steve Scala,TD Cowen,917,29.3966,20250421,9,3.0638,734.9,696677.25,LLY-US
LLY-US,2025-03-31,2025Q1,2025,20250501,20250430,Mohit Bansal,Wells Fargo Securities,596,29.4,20250328,33,3.0638,734.9,696677.25,LLY-US
LLY-US,2025-03-31,2025Q1,2025,20250501,20250430,Steve Chesney,Rothschild & Co Redburn,1652,,20250318,43,3.0638,734.9,696677.25,LLY-US
LLY-US,2025-03-31,2025Q1,2025,20250501,20250430,Evan David Seigerman,BMO Capital Markets,181,29.2217,20250206,83,3.0638,734.9,696677.25,LLY-US
LLY-US,2025-03-31,2025Q1,2025,20250501,20250430,Courtney Breen,Bernstein Research,1140,,20241015,197,3.0638,734.9,696677.25,LLY-US
LLY-US,2025-03-31,2025Q1,2025,20250501,20250430,James Shin,Deutsche Bank Research,77,29.709154,20250417,13,3.0638,734.9,696677.25,LLY-US
LLY-US,2025-03-31,2025Q1,2025,20250501,20250430,Carter Gould,Cantor Fitzgerald,1190,32.4,20250417,13,3.0638,734.9,696677.25,LLY-US
LLY-US,2025-03-31,2025Q1,2025,20250501,20250430,David Risinger,Leerink Partners,1079,29.98,20250206,83,3.0638,734.9,696677.25,LLY-US
LLY-US,2025-03-31,2025Q1,2025,20250501,20250430,Srikripa Devarakonda,Truist Securities,852,29.55,20250411,19,3.0638,734.9,696677.25,LLY-US
LLY-US,2025-03-31,2025Q1,2025,20250501,20250430,Kerry Holford,Berenberg,577,,20250320,41,3.0638,734.9,696677.25,LLY-US
LLY-US,2025-03-31,2025Q1,2025,20250501,20250430,Akash Tewari,Jefferies,512,33.48,20250206,83,3.0638,734.9,696677.25,LLY-US
LLY-US,2025-03-31,2025Q1,2025,20250501,20250430,Seamus Fernandez,Guggenheim Securities,1515,29.35,20250411,19,3.0638,734.9,696677.25,LLY-US
LLY-US,2025-03-31,2025Q1,2025,20250501,20250430,Xiaodi Gao,First Shanghai,1701,27.58,20250319,42,3.0638,734.9,696677.25,LLY-US
LLY-US,2025-03-31,2025Q1,2025,20250501,20250430,Jasper Hellweg,Argus Research,376,27.5,20250219,70,3.0638,734.9,696677.25,LLY-US
LLY-US,2025-03-31,2025Q1,2025,20250501,20250430,Jin Zhang,China International Capital,898,27.32,20250210,79,3.0638,734.9,696677.25,LLY-US
LLY-US,2024-12-31,2024Q4,2024,20250206,20250205,Courtney Breen,Bernstein Research,1140,,20241015,113,4.654,766.6,727745.4,LLY-US
LLY-US,2024-12-31,2024Q4,2024,20250206,20250205,Srikripa Devarakonda,Truist Securities,852,29.77,20250129,7,4.654,766.6,727745.4,LLY-US
LLY-US,2024-12-31,2024Q4,2024,20250206,20250205,James Shin,Deutsche Bank Research,77,31.787714,20241031,97,4.654,766.6,727745.4,LLY-US
LLY-US,2024-12-31,2024Q4,2024,20250206,20250205,Jonah Chen,China Merchants Securities,1788,29.6,20250108,28,4.654,766.6,727745.4,LLY-US
LLY-US,2024-12-31,2024Q4,2024,20250206,20250205,Akash Tewari,Jefferies,512,31.24,20250113,23,4.654,766.6,727745.4,LLY-US
LLY-US,2024-12-31,2024Q4,2024,20250206,20250205,Evan David Seigerman,BMO Capital Markets,181,29.85,20250131,5,4.654,766.6,727745.4,LLY-US
LLY-US,2024-12-31,2024Q4,2024,20250206,20250205,Mohit Bansal,Wells Fargo Securities,596,29.37,20250127,9,4.654,766.6,727745.4,LLY-US
LLY-US,2024-12-31,2024Q4,2024,20250206,20250205,Steve Scala,TD Cowen,917,28.5,20241211,56,4.654,766.6,727745.4,LLY-US
LLY-US,2024-12-31,2024Q4,2024,20250206,20250205,Kerry Holford,Berenberg,577,,20250114,22,4.654,766.6,727745.4,LLY-US
LLY-US,2024-12-31,2024Q4,2024,20250206,20250205,Seamus Fernandez,Guggenheim Securities,1515,28.08,20250116,20,4.654,766.6,727745.4,LLY-US
LLY-US,2024-12-31,2024Q4,2024,20250206,20250205,David Risinger,Leerink Partners,1079,30.8,20250115,21,4.654,766.6,727745.4,LLY-US
LLY-US,2024-12-31,2024Q4,2024,20250206,20250205,Xiaodi Gao,First Shanghai,1701,26.91,20241206,61,4.654,766.6,727745.4,LLY-US
LLY-US,2024-12-31,2024Q4,2024,20250206,20250205,Narumi Nakagiri,Daiwa Securities Co. Ltd.,467,23.26,20240812,177,4.654,766.6,727745.4,LLY-US
LLY-US,2024-12-31,2024Q4,2024,20250206,20250205,Steve Chesney,Rothschild & Co Redburn,1652,,20240903,155,4.654,766.6,727745.4,LLY-US
LLY-US,2024-09-30,2024Q3,2024,20241030,20241029,Courtney Breen,Bernstein Research,1140,,20241015,14,1.0722,916.42,870989.2,LLY-US
LLY-US,2024-09-30,2024Q3,2024,20241030,20241029,Srikripa Devarakonda,Truist Securities,852,29.85,20241008,21,1.0722,916.42,870989.2,LLY-US
LLY-US,2024-09-30,2024Q3,2024,20241030,20241029,Mohit Bansal,Wells Fargo Securities,596,30.32,20240808,82,1.0722,916.42,870989.2,LLY-US
LLY-US,2024-09-30,2024Q3,2024,20241030,20241029,Evan David Seigerman,BMO Capital Markets,181,27.871,20240808,82,1.0722,916.42,870989.2,LLY-US
LLY-US,2024-09-30,2024Q3,2024,20241030,20241029,Akash Tewari,Jefferies,512,27.49,20241017,12,1.0722,916.42,870989.2,LLY-US
LLY-US,2024-09-30,2024Q3,2024,20241030,20241029,Kerry Holford,Berenberg,577,,20240905,54,1.0722,916.42,870989.2,LLY-US
LLY-US,2024-09-30,2024Q3,2024,20241030,20241029,Steve Scala,TD Cowen,917,27.7,20240904,55,1.0722,916.42,870989.2,LLY-US
LLY-US,2024-09-30,2024Q3,2024,20241030,20241029,James Shin,Deutsche Bank Research,77,33.015694,20241016,13,1.0722,916.42,870989.2,LLY-US
LLY-US,2024-09-30,2024Q3,2024,20241030,20241029,Seamus Fernandez,Guggenheim Securities,1515,30.84,20240815,75,1.0722,916.42,870989.2,LLY-US
LLY-US,2024-09-30,2024Q3,2024,20241030,20241029,David Risinger,Leerink Partners,1079,32.19,20240808,82,1.0722,916.42,870989.2,LLY-US
LLY-US,2024-09-30,2024Q3,2024,20241030,20241029,Louise Chen,Cantor Fitzgerald,1190,24.71,20240808,82,1.0722,916.42,870989.2,LLY-US
LLY-US,2024-09-30,2024Q3,2024,20241030,20241029,Jonah Chen,China Merchants Securities,1788,27.91,20240808,82,1.0722,916.42,870989.2,LLY-US
LLY-US,2024-09-30,2024Q3,2024,20241030,20241029,Steve Chesney,Rothschild & Co Redburn,1652,,20240903,56,1.0722,916.42,870989.2,LLY-US
LLY-US,2024-09-30,2024Q3,2024,20241030,20241029,Xiaodi Gao,First Shanghai,1701,26.38,20240502,180,1.0722,916.42,870989.2,LLY-US
LLY-US,2024-09-30,2024Q3,2024,20241030,20241029,Narumi Nakagiri,Daiwa Securities Co. Ltd.,467,23.43,20240812,78,1.0722,916.42,870989.2,LLY-US
LLY-US,2024-06-28,2024Q2,2024,20240808,20240807,Steve Scala,TD Cowen,917,22.2,20240516,83,3.2814,821.19,780463.44,LLY-US
LLY-US,2024-06-28,2024Q2,2024,20240808,20240807,Srikripa Devarakonda,Truist Securities,852,25.06,20240206,183,3.2814,821.19,780463.44,LLY-US
LLY-US,2024-06-28,2024Q2,2024,20240808,20240807,Mohit Bansal,Wells Fargo Securities,596,24.98,20240430,99,3.2814,821.19,780463.44,LLY-US
LLY-US,2024-06-28,2024Q2,2024,20240808,20240807,Seamus Fernandez,Guggenheim Securities,1515,25.95,20240409,120,3.2814,821.19,780463.44,LLY-US
LLY-US,2024-06-28,2024Q2,2024,20240808,20240807,Akash Tewari,Jefferies,512,24.83,20240719,19,3.2814,821.19,780463.44,LLY-US
LLY-US,2024-06-28,2024Q2,2024,20240808,20240807,Evan David Seigerman,BMO Capital Markets,181,26.7284,20240718,20,3.2814,821.19,780463.44,LLY-US
LLY-US,2024-06-28,2024Q2,2024,20240808,20240807,James Shin,Deutsche Bank Research,77,25.41,20240430,99,3.2814,821.19,780463.44,LLY-US
LLY-US,2024-06-28,2024Q2,2024,20240808,20240807,David Risinger,Leerink Partners,1079,25.46,20240430,99,3.2814,821.19,780463.44,LLY-US
LLY-US,2024-06-28,2024Q2,2024,20240808,20240807,Kerry Holford,Berenberg,577,,20240507,92,3.2814,821.19,780463.44,LLY-US
LLY-US,2024-06-28,2024Q2,2024,20240808,20240807,Steve Chesney,Rothschild & Co Redburn,1652,,20240501,98,3.2814,821.19,780463.44,LLY-US
LLY-US,2024-06-28,2024Q2,2024,20240808,20240807,Louise Chen,Cantor Fitzgerald,1190,21.08,20240430,99,3.2814,821.19,780463.44,LLY-US
LLY-US,2024-06-28,2024Q2,2024,20240808,20240807,Warren Dai,China Merchants Securities,1788,24.55,20240507,92,3.2814,821.19,780463.44,LLY-US
LLY-US,2024-06-28,2024Q2,2024,20240808,20240807,Narumi Nakagiri,Daiwa Securities Co. Ltd.,467,20.11,20240507,92,3.2814,821.19,780463.44,LLY-US
LLY-US,2024-06-28,2024Q2,2024,20240808,20240807,Yu Cui Dan,First Shanghai,1701,26.27,20240502,97,3.2814,821.19,780463.44,LLY-US
LLY-US,2024-03-29,2024Q1,2024,20240430,20240429,Steve Scala,TD Cowen,917,19.15,20240208,81,2.4816,746.74,709975.06,LLY-US
LLY-US,2024-03-29,2024Q1,2024,20240430,20240429,Kerry Holford,Berenberg,577,,20240223,66,2.4816,746.74,709975.06,LLY-US
LLY-US,2024-03-29,2024Q1,2024,20240430,20240429,Evan David Seigerman,BMO Capital Markets,181,26.9969,20240418,11,2.4816,746.74,709975.06,LLY-US
LLY-US,2024-03-29,2024Q1,2024,20240430,20240429,James Shin,Deutsche Bank Research,77,25.03,20240207,82,2.4816,746.74,709975.06,LLY-US
LLY-US,2024-03-29,2024Q1,2024,20240430,20240429,Mohit Bansal,Wells Fargo Securities,596,24.35,20240206,83,2.4816,746.74,709975.06,LLY-US
LLY-US,2024-03-29,2024Q1,2024,20240430,20240429,Louise Chen,Cantor Fitzgerald,1190,19.95,20240206,83,2.4816,746.74,709975.06,LLY-US
LLY-US,2024-03-29,2024Q1,2024,20240430,20240429,Akash Tewari,Jefferies,512,24.18,20240416,13,2.4816,746.74,709975.06,LLY-US
LLY-US,2024-03-29,2024Q1,2024,20240430,20240429,Srikripa Devarakonda,Truist Securities,852,24.85,20240206,83,2.4816,746.74,709975.06,LLY-US
LLY-US,2024-03-29,2024Q1,2024,20240430,20240429,David Risinger,Leerink Partners,1079,24.22,20240411,18,2.4816,746.74,709975.06,LLY-US
LLY-US,2024-03-29,2024Q1,2024,20240430,20240429,Seamus Fernandez,Guggenheim Securities,1515,25.92,20240409,20,2.4816,746.74,709975.06,LLY-US
LLY-US,2024-03-29,2024Q1,2024,20240430,20240429,Steve Chesney,Rothschild & Co Redburn,1652,,20240207,82,2.4816,746.74,709975.06,LLY-US
LLY-US,2024-03-29,2024Q1,2024,20240430,20240429,Narumi Nakagiri,Daiwa Securities Co. Ltd.,467,17.16,20240208,81,2.4816,746.74,709975.06,LLY-US
LLY-US,2023-12-29,2023Q4,2023,20240206,20240205,Evan David Seigerman,BMO Capital Markets,181,27.0321,20240125,11,2.3064,629.68,597759.8,LLY-US
LLY-US,2023-12-29,2023Q4,2023,20240206,20240205,Mohit Bansal,Wells Fargo Securities,596,22.95,20240123,13,2.3064,629.68,597759.8,LLY-US
LLY-US,2023-12-29,2023Q4,2023,20240206,20240205,Seamus Fernandez,Guggenheim Securities,1515,25.22,20231102,95,2.3064,629.68,597759.8,LLY-US
LLY-US,2023-12-29,2023Q4,2023,20240206,20240205,Steve Scala,TD Cowen,917,19.0,20240125,11,2.3064,629.68,597759.8,LLY-US
LLY-US,2023-12-29,2023Q4,2023,20240206,20240205,Kerry Holford,Berenberg,577,,20231128,69,2.3064,629.68,597759.8,LLY-US
LLY-US,2023-12-29,2023Q4,2023,20240206,20240205,David Risinger,Leerink Partners,1079,22.31,20231102,95,2.3064,629.68,597759.8,LLY-US
LLY-US,2023-12-29,2023Q4,2023,20240206,20240205,Louise Chen,Cantor Fitzgerald,1190,17.21,20231102,95,2.3064,629.68,597759.8,LLY-US
LLY-US,2023-12-29,2023Q4,2023,20240206,20240205,James Shin,Deutsche Bank Research,77,21.55136,20231107,90,2.3064,629.68,597759.8,LLY-US
LLY-US,2023-12-29,2023Q4,2023,20240206,20240205,Robyn Karnauskas,Truist Securities,852,26.26,20231106,91,2.3064,629.68,597759.8,LLY-US
LLY-US,2023-12-29,2023Q4,2023,20240206,20240205,Narumi Nakagiri,Daiwa Securities Co. Ltd.,467,15.15,20231107,90,2.3064,629.68,597759.8,LLY-US
LLY-US,2023-09-29,2023Q3,2023,20231102,20231101,Evan David Seigerman,BMO Capital Markets,181,22.589,20231018,14,-0.0638,590.8,560843.56,LLY-US
LLY-US,2023-09-29,2023Q3,2023,20231102,20231101,David Risinger,Leerink Partners,1079,22.59,20230809,84,-0.0638,590.8,560843.56,LLY-US
LLY-US,2023-09-29,2023Q3,2023,20231102,20231101,Kerry Holford,Berenberg,577,,20230901,61,-0.0638,590.8,560843.56,LLY-US
LLY-US,2023-09-29,2023Q3,2023,20231102,20231101,Louise Chen,Cantor Fitzgerald,1190,18.12,20230808,85,-0.0638,590.8,560843.56,LLY-US
LLY-US,2023-09-29,2023Q3,2023,20231102,20231101,Seamus Fernandez,Guggenheim Securities,1515,24.88,20231013,19,-0.0638,590.8,560843.56,LLY-US
LLY-US,2023-09-29,2023Q3,2023,20231102,20231101,Steve Scala,TD Cowen,917,18.05,20230928,34,-0.0638,590.8,560843.56,LLY-US
LLY-US,2023-09-29,2023Q3,2023,20231102,20231101,Steve Chesney,Rothschild & Co Redburn,1652,,20230809,84,-0.0638,590.8,560843.56,LLY-US
LLY-US,2023-09-29,2023Q3,2023,20231102,20231101,Narumi Nakagiri,Daiwa Securities Co. Ltd.,467,14.74,20230811,82,-0.0638,590.8,560843.56,LLY-US
LLY-US,2023-09-29,2023Q3,2023,20231102,20231101,Robyn Karnauskas,Truist Securities,852,19.84,20230808,85,-0.0638,590.8,560843.56,LLY-US
LLY-US,2023-06-30,2023Q2,2023,20230808,20230807,Robyn Karnauskas,Truist Securities,852,20.52,20230427,102,1.9532,457.54,434330.34,LLY-US
LLY-US,2023-06-30,2023Q2,2023,20230808,20230807,Mohit Bansal,Wells Fargo Securities,596,20.19,20230525,74,1.9532,457.54,434330.34,LLY-US
LLY-US,2023-06-30,2023Q2,2023,20230808,20230807,Evan David Seigerman,BMO Capital Markets,181,25.3545,20230720,18,1.9532,457.54,434330.34,LLY-US
LLY-US,2023-06-30,2023Q2,2023,20230808,20230807,Louise Chen,Cantor Fitzgerald,1190,16.73,20230427,102,1.9532,457.54,434330.34,LLY-US
LLY-US,2023-06-30,2023Q2,2023,20230808,20230807,Kerry Holford,Berenberg,577,,20230616,52,1.9532,457.54,434330.34,LLY-US
LLY-US,2023-06-30,2023Q2,2023,20230808,20230807,Steve Scala,TD Cowen,917,17.35,20230522,77,1.9532,457.54,434330.34,LLY-US
LLY-US,2023-06-30,2023Q2,2023,20230808,20230807,Seamus Fernandez,Guggenheim Securities,1515,22.0,20230515,84,1.9532,457.54,434330.34,LLY-US
LLY-US,2023-06-30,2023Q2,2023,20230808,20230807,David Risinger,Leerink Partners,1079,19.95,20230428,101,1.9532,457.54,434330.34,LLY-US
LLY-US,2023-06-30,2023Q2,2023,20230808,20230807,Steve Chesney,Rothschild & Co Redburn,1652,,20230510,89,1.9532,457.54,434330.34,LLY-US
LLY-US,2023-06-30,2023Q2,2023,20230808,20230807,Narumi Nakagiri,Daiwa Securities Co. Ltd.,467,14.91,20230502,97,1.9532,457.54,434330.34,LLY-US
