analyst,broker,broker_code,firm,quarter,year,fe,market_cap,sic_code,revision_date,staleness_days
Pierre Ferragu,New Street Research,1634,MU-US,2025Q4,2025,0.052465835326272636,263511.9,3674,20250924,83
Purdy Ho,Huatai Research,1271,MU-US,2025Q4,2025,0.04089255210112744,263511.9,3674,20250924,83
sean Hao,Fubon Securities,1084,MU-US,2025Q4,2025,0.03756149641270926,263511.9,3674,20250924,83
Harsh Kumar,Piper Sandler Companies,570,MU-US,2025Q4,2025,0.052166894431158184,263511.9,3674,20250924,83
Sung Kyu Kim,Daiwa Securities Co. Ltd.,467,MU-US,2025Q4,2025,0.054579774513153406,263511.9,3674,20250924,83
Melissa Fairbanks,Raymond James,402,MU-US,2025Q4,2025,0.04452254868466006,263511.9,3674,20250924,83
James Kelleher,Argus Research,376,MU-US,2025Q4,2025,0.04507772463272976,263511.9,3674,20250924,83
Warren Lau,Aletheia Capital,2859,MU-US,2025Q3,2025,0.0843670511682934,151350.48,3674,20250919,3
Harsh Kumar,Piper Sandler Companies,570,MU-US,2025Q3,2025,0.07859952676722863,151350.48,3674,20250811,42
Brian Chin,Stifel Nicolaus,548,MU-US,2025Q3,2025,0.07549393670511682,151350.48,3674,20250919,3
Chandler B. Converse,Cleveland Research Company,2295,MU-US,2025Q3,2025,0.09410411860396332,151350.48,3674,20250918,4
Mark Li,Bernstein Research,1140,MU-US,2025Q3,2025,,151350.48,3674,20250620,94
Krish Sankar,TD Cowen,917,MU-US,2025Q3,2025,0.10159568175096126,151350.48,3674,20250918,4
Steven Fox,Fox Advisors,3474,MU-US,2025Q3,2025,0.07482845312037859,151350.48,3674,20250811,42
Kevin Cassidy,Rosenblatt Securities,2623,MU-US,2025Q3,2025,0.08813812481514345,151350.48,3674,20250811,42
Vijay Rakesh,Mizuho Securities USA,1802,MU-US,2025Q3,2025,0.07571576456669625,151350.48,3674,20250912,10
Matthew Bryson,Wedbush Securities,590,MU-US,2025Q3,2025,0.09893374741200829,151350.48,3674,20250917,5
Mehdi Hosseini,Susquehanna Financial Group,974,MU-US,2025Q3,2025,0.07793404318249038,151350.48,3674,20250626,88
Aaron Rakers,Wells Fargo Securities,596,MU-US,2025Q3,2025,0.07675096125406684,151350.48,3674,20250808,45
Pierre Ferragu,New Street Research,1634,MU-US,2025Q3,2025,0.08495859213250517,151350.48,3674,20250626,88
C.J. Muse,Cantor Fitzgerald,1190,MU-US,2025Q3,2025,0.08052203490091689,151350.48,3674,20250811,42
Melissa Weathers,Deutsche Bank Research,77,MU-US,2025Q3,2025,0.08456102484472049,151350.48,3674,20250912,10
Kevin Rottinghaus,Edgewater Research,3222,MU-US,2025Q3,2025,0.08872966577935522,151350.48,3674,20250910,12
John N. Vinh,KeyBanc Capital Markets,618,MU-US,2025Q3,2025,0.08185300207039338,151350.48,3674,20250811,42
Heping Qin,Guotai Haitong Securities China,1094,MU-US,2025Q3,2025,0.07290594498669033,151350.48,3674,20250905,17
N. Quinn Bolton,Needham,477,MU-US,2025Q3,2025,0.0781558710440698,151350.48,3674,20250811,42
Sung Kyu Kim,Daiwa Securities Co. Ltd.,467,MU-US,2025Q3,2025,0.07937592428275657,151350.48,3674,20250626,88
Guo Han Wang,China Renaissance Securities (US),2903,MU-US,2025Q3,2025,0.056120970127181306,151350.48,3674,20250709,75
Purdy Ho,Huatai Research,1271,MU-US,2025Q3,2025,0.06499408459035788,151350.48,3674,20250321,185
Siyu Cai,Mega Intl Invst Serv,1175,MU-US,2025Q3,2025,0.07187074829931973,151350.48,3674,20250324,182
James Kelleher,Argus Research,376,MU-US,2025Q3,2025,0.06869121561668144,151350.48,3674,20250626,88
Mark Li,Bernstein Research,1140,MU-US,2025Q2,2025,,127559.62,3674,20250620,4
Warren Lau,Aletheia Capital,2859,MU-US,2025Q2,2025,0.09290695636937095,127559.62,3674,20250312,104
Kevin Cassidy,Rosenblatt Securities,2623,MU-US,2025Q2,2025,0.11095496758366918,127559.62,3674,20250321,95
C.J. Muse,Cantor Fitzgerald,1190,MU-US,2025Q2,2025,0.08055370597511828,127559.62,3674,20250328,88
Aaron Rakers,Wells Fargo Securities,596,MU-US,2025Q2,2025,0.0790424040651831,127559.62,3674,20250321,95
Matthew Bryson,Wedbush Securities,590,MU-US,2025Q2,2025,0.1086849483090941,127559.62,3674,20250618,6
Brian Chin,Stifel Nicolaus,548,MU-US,2025Q2,2025,0.07626073243385317,127559.62,3674,20250321,95
Guo Han Wang,China Renaissance Securities (US),2903,MU-US,2025Q2,2025,0.054971088137375154,127559.62,3674,20250325,91
Steven Fox,Fox Advisors,3474,MU-US,2025Q2,2025,0.0650464342036096,127559.62,3674,20250321,95
Vijay Rakesh,Mizuho Securities USA,1802,MU-US,2025Q2,2025,0.08377256001401787,127559.62,3674,20250603,21
Pierre Ferragu,New Street Research,1634,MU-US,2025Q2,2025,0.11235675486244963,127559.62,3674,20250314,102
Srini Pajjuri,Raymond James,402,MU-US,2025Q2,2025,0.07179253548274049,127559.62,3674,20250321,95
Krish Sankar,TD Cowen,917,MU-US,2025Q2,2025,0.06035833187313824,127559.62,3674,20250321,95
Kevin Rottinghaus,Edgewater Research,3222,MU-US,2025Q2,2025,0.07477133345014896,127559.62,3674,20250611,13
Chandler B. Converse,Cleveland Research Company,2295,MU-US,2025Q2,2025,0.08377084282460137,127559.62,3674,20250610,14
John N. Vinh,KeyBanc Capital Markets,618,MU-US,2025Q2,2025,0.0810257578412476,127559.62,3674,20250321,95
Mehdi Hosseini,Susquehanna Financial Group,974,MU-US,2025Q2,2025,0.09360785000876116,127559.62,3674,20250605,19
Harsh Kumar,Piper Sandler Companies,570,MU-US,2025Q2,2025,0.07459611004030138,127559.62,3674,20250321,95
Siyu Cai,Mega Intl Invst Serv,1175,MU-US,2025Q2,2025,0.09527247240231296,127559.62,3674,20250324,92
James Kelleher,Argus Research,376,MU-US,2025Q2,2025,0.07845102505694762,127559.62,3674,20250324,92
Grace Chi,Haitong International Research,2898,MU-US,2025Q2,2025,0.08808831259856317,127559.62,3674,20250321,95
Pianpian He,Huatai Research,1271,MU-US,2025Q2,2025,0.08703697213947784,127559.62,3674,20250321,95
sean Hao,Fubon Securities,1084,MU-US,2025Q2,2025,0.08081654108988962,127559.62,3674,20250321,95
N. Quinn Bolton,Needham,477,MU-US,2025Q2,2025,0.07555983879446296,127559.62,3674,20250321,95
Sung Kyu Kim,Daiwa Securities Co. Ltd.,467,MU-US,2025Q2,2025,0.09354652181531453,127559.62,3674,20250321,95
Mark Li,Bernstein Research,1140,MU-US,2025Q1,2025,,99462.12,3674,20250318,1
Mehdi Hosseini,Susquehanna Financial Group,974,MU-US,2025Q1,2025,0.12020163548784588,99462.12,3674,20241219,90
Vijay Rakesh,Mizuho Securities USA,1802,MU-US,2025Q1,2025,0.10261454015906801,99462.12,3674,20241219,90
Srini Pajjuri,Raymond James,402,MU-US,2025Q1,2025,0.09085247003472612,99462.12,3674,20250211,36
Hans Mosesmann,Rosenblatt Securities,2623,MU-US,2025Q1,2025,0.18584518875322056,99462.12,3674,20240926,174
Pierre Ferragu,New Street Research,1634,MU-US,2025Q1,2025,0.1469743474851574,99462.12,3674,20250314,5
Krish Sankar,TD Cowen,917,MU-US,2025Q1,2025,0.07180911840483925,99462.12,3674,20241219,90
Matthew Bryson,Wedbush Securities,590,MU-US,2025Q1,2025,0.14137336171166126,99462.12,3674,20241219,90
Warren Lau,Aletheia Capital,2859,MU-US,2025Q1,2025,0.12311414809006387,99462.12,3674,20250312,7
Aaron Rakers,Wells Fargo Securities,596,MU-US,2025Q1,2025,0.09096448975019604,99462.12,3674,20250311,8
Steven Fox,Fox Advisors,3474,MU-US,2025Q1,2025,0.08502744483029014,99462.12,3674,20250307,12
John N. Vinh,KeyBanc Capital Markets,618,MU-US,2025Q1,2025,0.11523969978716256,99462.12,3674,20241219,90
Chandler B. Converse,Cleveland Research Company,2295,MU-US,2025Q1,2025,0.10903877002352415,99462.12,3674,20250305,14
Pianpian He,Huatai Research,1271,MU-US,2025Q1,2025,0.11728912288562789,99462.12,3674,20241220,89
C.J. Muse,Cantor Fitzgerald,1190,MU-US,2025Q1,2025,0.08569956312310967,99462.12,3674,20250212,35
Harsh Kumar,Piper Sandler Companies,570,MU-US,2025Q1,2025,0.11560882715357905,99462.12,3674,20241219,90
N. Quinn Bolton,Needham,477,MU-US,2025Q1,2025,0.10575109219222584,99462.12,3674,20241219,90
James Kelleher,Argus Research,376,MU-US,2025Q1,2025,0.09354094320600427,99462.12,3674,20250106,72
Sung Kyu Kim,Daiwa Securities Co. Ltd.,467,MU-US,2025Q1,2025,0.09976923938613198,99462.12,3674,20250101,77
Yiyang Fan,Capital Securities Asia,1128,MU-US,2025Q1,2025,0.11740114260109781,99462.12,3674,20241220,89
Guo Han Wang,China Renaissance Securities (US),2903,MU-US,2025Q1,2025,0.11045592024196259,99462.12,3674,20241219,90
sean Hao,Fubon Securities,1084,MU-US,2025Q1,2025,0.12647473955416152,99462.12,3674,20241219,90
Hans Mosesmann,Rosenblatt Securities,2623,MU-US,2024Q4,2024,0.1582577519379845,114969.234,3674,20240926,82
Pierre Ferragu,New Street Research,1634,MU-US,2024Q4,2024,0.1600125968992248,114969.234,3674,20241217,0
C.J. Muse,Cantor Fitzgerald,1190,MU-US,2024Q4,2024,0.12551647286821704,114969.234,3674,20240926,82
Mark Li,Bernstein Research,1140,MU-US,2024Q4,2024,,114969.234,3674,20241216,1
Matthew Bryson,Wedbush Securities,590,MU-US,2024Q4,2024,0.135593992248062,114969.234,3674,20241118,29
Harsh Kumar,Piper Sandler Companies,570,MU-US,2024Q4,2024,0.1475125968992248,114969.234,3674,20240627,173
Srini Pajjuri,Raymond James,402,MU-US,2024Q4,2024,0.09983817829457364,114969.234,3674,20240926,82
Mehdi Hosseini,Susquehanna Financial Group,974,MU-US,2024Q4,2024,0.10487693798449611,114969.234,3674,20241213,4
Krish Sankar,TD Cowen,917,MU-US,2024Q4,2024,0.0728032945736434,114969.234,3674,20241212,5
Steven Fox,Fox Advisors,3474,MU-US,2024Q4,2024,0.09237693798449612,114969.234,3674,20240926,82
Aaron Rakers,Wells Fargo Securities,596,MU-US,2024Q4,2024,0.10487693798449611,114969.234,3674,20240926,82
John N. Vinh,KeyBanc Capital Markets,618,MU-US,2024Q4,2024,0.1258886918604651,114969.234,3674,20240926,82
Warren Lau,Aletheia Capital,2859,MU-US,2024Q4,2024,0.09353972868217053,114969.234,3674,20241206,11
Chandler B. Converse,Cleveland Research Company,2295,MU-US,2024Q4,2024,0.1221981976744186,114969.234,3674,20241206,11
Vijay Rakesh,Mizuho Securities USA,1802,MU-US,2024Q4,2024,0.1103081395348837,114969.234,3674,20241121,26
Chaim Siegel,Elazar Advisors,3400,MU-US,2024Q4,2024,0.07842344961240309,114969.234,3674,20240926,82
Guo Han Wang,China Renaissance Securities (US),2903,MU-US,2024Q4,2024,0.10255135658914728,114969.234,3674,20241023,55
Jeff Pu,Haitong International Research,2898,MU-US,2024Q4,2024,0.12057461240310076,114969.234,3674,20240926,82
Pianpian He,Huatai Research,1271,MU-US,2024Q4,2024,0.09702810077519379,114969.234,3674,20240627,173
N. Quinn Bolton,Needham,477,MU-US,2024Q4,2024,0.11757073643410852,114969.234,3674,20240926,82
Sung Kyu Kim,Daiwa Securities Co. Ltd.,467,MU-US,2024Q4,2024,0.10529360465116278,114969.234,3674,20240926,82
James Kelleher,Argus Research,376,MU-US,2024Q4,2024,0.08501259689922479,114969.234,3674,20240926,82
Matthew Bryson,Wedbush Securities,590,MU-US,2024Q3,2024,0.16085603971318255,100516.47,3674,20240924,0
Hans Mosesmann,Rosenblatt Securities,2623,MU-US,2024Q3,2024,0.1733215664644236,100516.47,3674,20240920,4
Mark Li,Bernstein Research,1140,MU-US,2024Q3,2024,,100516.47,3674,20240816,39
Warren Lau,Aletheia Capital,2859,MU-US,2024Q3,2024,0.09091671263099833,100516.47,3674,20240918,6
Krish Sankar,TD Cowen,917,MU-US,2024Q3,2024,0.1141930501930502,100516.47,3674,20240918,6
Pierre Ferragu,New Street Research,1634,MU-US,2024Q3,2024,0.15677440706012136,100516.47,3674,20240326,182
Aaron Rakers,Wells Fargo Securities,596,MU-US,2024Q3,2024,0.11639933811362382,100516.47,3674,20240917,7
Vijay Rakesh,Mizuho Securities USA,1802,MU-US,2024Q3,2024,0.125003861003861,100516.47,3674,20240808,47
N. Quinn Bolton,Needham,477,MU-US,2024Q3,2024,0.1154065085493657,100516.47,3674,20240823,32
Pianpian He,Huatai Research,1271,MU-US,2024Q3,2024,0.12092222835079978,100516.47,3674,20240627,89
Harsh Kumar,Piper Sandler Companies,570,MU-US,2024Q3,2024,0.17652068394925535,100516.47,3674,20240627,89
Sung Kyu Kim,Daiwa Securities Co. Ltd.,467,MU-US,2024Q3,2024,0.1177562051847766,100516.47,3674,20240627,89
Mark Li,Bernstein Research,1140,MU-US,2024Q2,2024,,149572.22,3674,20240607,18
Warren Lau,Aletheia Capital,2859,MU-US,2024Q2,2024,0.08110165099577997,149572.22,3674,20240620,5
Pierre Ferragu,New Street Research,1634,MU-US,2024Q2,2024,0.10886503294587992,149572.22,3674,20240326,91
Aaron Rakers,Wells Fargo Securities,596,MU-US,2024Q2,2024,0.08801362256607685,149572.22,3674,20240618,7
Matthew Bryson,Wedbush Securities,590,MU-US,2024Q2,2024,0.13507366550677427,149572.22,3674,20240617,8
Vijay Rakesh,Mizuho Securities USA,1802,MU-US,2024Q2,2024,0.06907899607610868,149572.22,3674,20240529,27
Sung Kyu Kim,Daiwa Securities Co. Ltd.,467,MU-US,2024Q2,2024,0.07223217590878804,149572.22,3674,20240604,21
Pianpian He,Huatai Research,1271,MU-US,2024Q2,2024,0.07029244095654105,149572.22,3674,20240510,46
Vijay Rakesh,Mizuho Securities USA,1802,MU-US,2024Q1,2024,0.07605902051067392,105489.54,3674,20240228,20
Aaron Rakers,Wells Fargo Securities,596,MU-US,2024Q1,2024,0.08673294265383005,105489.54,3674,20240307,12
Mark Li,Bernstein Research,1140,MU-US,2024Q1,2024,,105489.54,3674,20240306,13
Sung Kyu Kim,Daiwa Securities Co. Ltd.,467,MU-US,2024Q1,2024,0.07677061532021766,105489.54,3674,20231221,89
Sidney Ho,Deutsche Bank Research,77,MU-US,2023Q4,2023,0.13054390810884725,80716.05,3674,20231127,22
Sidney Ho,Deutsche Bank Research,77,MU-US,2023Q3,2023,0.1282370385847611,78631.7,3674,20230927,0
